id	en	ms
977	The alphabet was constructed to look aesthetically dragon-like, hence the use of claw-like markings.[17	Abjadnya dibentuk berunsurkan naga dengan penggunaan cakaran kuku
978	Olive oil makes a good infusion base for some herbs, but tends to go rancid more quickly than other oils	Minyak zaitun membuat asas infusi yang baik untuk beberapa herba, tapi cenderung untuk tengik dengan lebih cepat daripada minyak yang lain
979	In the United States, tetrahydrothiophene (thiophane) or amyl mercaptan are also approved odorants,[7] although neither is currently being utilized	Di Amerika Syarikat, tetrahidrotiofena (tiofana) atau amil merkaptan juga merupakan bahan penambah bau yang diluluskan,[7] meskipun kedua-dua bahan ini langsing tidak digunakan
980	Macario Sakay- head of Katipunan in Trozo, Manila. Future founder of Republika ng Katagalugan that would oppose American occupation in the Philippines	Macario Sakay- ketua Katipunan di Trozo, Manila, kemudiannya pengasas Republika ng Katagalugan yang menentang pendudukan Amerika Syarikat dalam Filipina
981	It is commonly used as a gelling agent in food, pharmaceutical drugs, vitamin capsules, photography, and cosmetic manufacturing	Ia biasa digunakan sebagai gelling agen dalam makanan, ubat-ubatan farmaseutikal, kapsul vitamin, fotografi, serta pembuatan kosmetik
982	Koeltz Scientific Books ISBN 3-87429-298-3. ↑ Frankis, M. & Lauria, F. (1994	Koeltz Scientific Books ISBN 3-87429-298-3. ↑ Frankis, M. & Lauria, F. (1994
983	From 1997 to 2001 he was Lecturer, Senior Lecturer and then tenured Associate Professor at the same institution, and from 2002 to 2004 a tenured Associate Professor at the Department of Civil and Environmental Engineering, Georgia Tech, Atlanta, United States	Dari 1997 hingga 2001 beliau merupakan pensyarah, pensyarah kanan dan kemudiannya profesor madya di institusi yang sama dan dari 2002 hingga 2004, beliau memegang jawatan sebagai profesor madya di Jabatan Kejuruteraan Awam dan Persekitaran, Institut Teknologi Georgia, Atlanta, Amerika Syarikat
984	However, when they are in different phases, the reaction is limited to the interface between the reactants	Walau bagaimanapun, apabila mereka berada dalam fasa yang berbeza, tindak balas adalah terhad pada antara muka di antara bahan tindak balas
985	It remains in orbit around the Sun, between the orbits of Earth and Mars.[7	Ia masih dalam orbit di sekitar Matahari, antara orbit Bumi dan Marikh.[7
986	The newborn got his name, Gustav, from Erik's grandfather Gustav Anundsson.[6	Bayi yang baru lahir mendapat namanya, Gustav, dari datuknya Erik Gustav Anundsson.[6
987	I love every race on the planet earth	Saya sayang setiap etnik di seluruh planet bumi ini
988	Green tea leaves are initially processed by soaking in an alcohol solution, which may be further concentrated to various levels; byproducts of the process are also packaged and used	Daun-daun teh hijau mula-mulanya diproses dengan merendam dalam larutan alkohol yang berbagai ketepuannya; produk-produk sampingan dari proses ini akan turut dibungkus dan digunakan
989	I sit in my room sometimes and cry	Kadang-kadang saya duduk di dalam bilik dan menangis
990	Chili powder blends are the primary flavor ingredient in chili con carne	Serbuk cili campuran ialah ramuan perisa utama dalam chili con carne
991	An animation illustrating how the Doppler effect causes a car engine or siren to sound higher in pitch when it is approaching than when it is receding	Animasi menggambarkan bagaimana kesan Doppler menyebabkan bunyi enjin atau siren kereta kedengaran lebih tinggi picnya ketika ia menghampiri pendengar berbanding apabila ia menjauhi pendengar
992	It is often organized with numerous local branches (which allow a user to return a vehicle to a different location), and primarily located near airports or busy city areas and often complemented by a website allowing online reservations	Kebiasaannya, agensi kereta sewa mempunyai banyak cawangan (yang membolehkan pengguna untuk kembalikan kenderaan di lokasi yang berbeza), dan terutamanya terletak berdekatan lapangan terbang atau kawasan bandar yang sibuk. Agensi kereta sewa juga turut menyediakan laman web yang membolehkan tempahan secara online
993	Characters can access four different weapon types in battle: short swords, long swords, bracers, and spears	Karakter boleh mengakses empat jenis senjata dalam pertempuran: pedang pendek, pedang panjang, bracers, dan lembing
994	In contrast, sea ice is formed on water, is much thinner (typically less than 3m), and forms throughout the Arctic Ocean	Ais yang terbentuk pada air lautan sebaliknya lebih nipis (biasanya kurang dari 3m) dan wujud di sepanjang Lautan Artik
995	Animation of a strong acid–strong base neutralization titration (using phenolphthalein	Animasi titrasi asid kuat–bes kuat neutralisasi (menggunakan fenoftalein
996	The hot process to make chocolate gelato varies, though typically it is flavored with cocoa powder	Proses panas untuk membuat jenis gelato coklat adalah berbeza, walaupun biasanya ia diperasakan dengan serbuk koko
997	The first hearing aids were ear trumpets, and were created in the 17th century	Alat bantu dengar pertama merupakan trompet telinga yang diciptakan di abad ke-17
998	"The Oirats transmitted some garbled and incorrect descriptions of China to the Russians in 1614, the name ""Taibykankan"" was used to refer to the Wanli emperor by the Oirats.[5"	"Oirats menyampaikan beberapa penerangan yang mengelirukan dan kesilapan dalam deskripsi China kepada Rusia pada tahun 1614, bernama ""Taibykankan"" yang digunakan untuk merujuk kepada maharaja Wanli oleh Oirats [5"
999	The main campus and the campus for the School of Health Sciences are located in Brunei-Muara District where as another satellite campus is located in Belait District	Kampus utama dan kampus bagi Sekolah Sains Kesihatan terletak di Daerah Brunei-Muara manakala kampus bagi Sekolah Sains dan Kejuruteraan terletak di Daerah Belait
1000	The advantage of the two-step process is that the fatty acids can be purified, which leads to soaps of improved quality	Kelebihan proses dua langkah ialah asid lemak boleh menjadi tulen, yang menjadikan sabun lebih berkualiti
1001	Each drawn hand will give different opportunities for gaining trade points or attacking the opponents with combat points	Setiap kad yang ditarik kepada tangan akan memberi peluang yang berbeza untuk mendapat mata perdagangan atau menyerang lawan dengan mata pertempuran
1002	According to genealogical research, Birgitta Gustafsdotter and Sten Sture (and consequently also Gustav Vasa) were descended from King Sverker II of Sweden, through King Sverker's granddaughter Benedikte Sunesdotter (who was married to Svantepolk Knutsson, son of Duke of Reval	Menurut kajian pakar genealogikal, Birgitta Gustafsdotter dan Sten Sture (dan seterusnya juga Gustav Vasa) ialah keturunan King Sverker II Sweden, melalui cucu perempuan Raja Sverker iaitu Benedikte Sunesdotter (yang berkahwin dengan Svantepolk Knutsson, anak kepada Duke of Reval
1003	Summit eruptions occurred in 2006, 2007–2008, January–April 2012, and again in July–October 2012	Letusan puncak berlaku pada tahun 2006, 2007-2008, Januari–April 2012, dan sekali lagi pada bulan Julai–Oktober tahun 2012
1004	He has been a Member of Parliament (MP) since 2001	Beliau telah Ahli Parlimen (MP) sejak tahun 2001
1005	His termination of his post generated considerable controversy for a brief period of time.[5	Penamatan jawatannya itu dianggap berkontroversi untuk beberapa tempoh yang singkat.[5
1006	Ovalbumin's signal sequence is not cleaved off, but remains as part of the mature protein.[7	Urutan isyarat ovalbumin tidak berpecah, tapi masih sebagai sebahagian daripada protein matang.[7
1007	The BCCM had shared both the joys and struggles in the process of growth of the PCS since its birth in 1951	Yang BCCM berbagi berdua kegembiraan dan perjuangan dalam proses pertumbuhan PC sejak kelahirannya di 1951
1008	While any Acer species may be tapped for syrup, many do not have sufficient quantities of sugar to be commercially useful	Meskipun semua spesies Acer boleh menghasilkan sap yang sama, tidak banyak daripada spesies yang ada yang mengandungi kuantiti gula yang cukup untuk dijual secara komersil
1009	Voices From a Momentous Epoch 1789–1795, CN 8039 Guild Publishing 1988 ↑ Munro Price, page 88 The Fall of the French Monarchy, ISBN 0-330-48827-9 ↑ Louis, Bergeron (1970	Voices From a Momentous Epoch 1789–1795, CN 8039 Guild Publishing 1988 ↑ Munro Price, page 88 The Fall of the French Monarchy, ISBN 0-330-48827-9 ↑ Louis, Bergeron (1970
1010	Molecules at a higher temperature have more thermal energy	Molekul pada suhu yang lebih tinggi mempunyai lebih banyak tenaga haba
1011	Khoa is made by simmering full-fat milk in an iron karahi for several hours, over a medium fire	Khoa diperbuat oleh mendidihkan susu lemak penuh di dalam sebuah karahi besi selama beberapa jam, di atas api sederhana
1012	The current Chinese aristocrat cuisine is a mixture of Shandong cuisine, Huaiyang cuisine and Cantonese cuisine	Masakan bangsawan Cina kini iaalah campuran masakan Shandong, masakan Huaiyang masakan dan masakan Kanton
1013	Sustained heat and pressure drives off terpenes and results in the formation of amber.[17	Haba dan tekanan yang tersimpan menyingkirkan terpena seterusnya menghasilkan ambar.[17
1014	Mycoplasma species are the smallest bacterial cells yet discovered,[2] can survive without oxygen, and come in various shapes	Spesies-spesies Mycoplasma merupakan sel bakteria terkecil yang diketahui setakat ini.[2] Ia boleh hidup tanpa oksigen, boleh terdapat dalam pelbagai bentuk
1015	Maple flowers are green, yellow, orange or red	Bunga mapel biasanya berwarna hijau, kuning, jingga mahupun merah
1016	It is often topped off with a bit of kirsch. The cornstarch or other starch is added to prevent separation. The mixture is stirred continuously as it heats in the caquelon	Wain putih dicampurkan dengan tepung jagung dipanaskan dalam periuk ini, dan seterusnya parutan keju ditambahkan ke dalamnya dan kacau sehingga cair. Campuran dikacau sentiasa sementara periuk caquelon itu memanas
1017	Hot condiments—Mustard, gherkins, capers, English sauces, such as Worcestershire sauce, Baron Green Seasoning, Harvey's Sauce, ketchup, etc. and American sauces such as chili sauce, Tabasco, A1 Steak Sauce, etc.; the wines used in reductions and braisings; the finishing elements of sauces and soups	Panas perasa—Mustard, jeruk timun, kaper, sos Inggeris, seperti sos Worcestershire, Sos Harvey, sos tomato, dan lain-lain; dan sos Amerika seperti sos cili, Tabasco, Sos Stik A1, dan lain-lain; wain yang digunakan dalam pengurangan dan rebus; penamat unsur-unsur sos dan sup
1018	"Retrieved 2015-12-27. ↑ ""USDA Plant Hardiness Zone Map"	"Dicapai pada 2015-12-27. ↑ ""USDA Plant Hardiness Zone Map"
1019	Federal Route 136 (formerly Kedah state route K16 and Perak state route A16) is a federal road in Kedah and Perak state, Malaysia	Laluan persekutuan 136 (dahulunya Jalan Negeri Kedah K16 dan Jalan Negeri Perak A16) adalah jalan federal di Kedah dan Perak negeri, Malaysia
1020	Retrieved 13 June 2014. ↑ Great Britain: Parliament: House of Commons: Defence Committee (7 March 2007	Dicapai pada 13 June 2014. ↑ Great Britain: Parliament: House of Commons: Defence Committee (7 March 2007
1021	Another publicly discussed aspect of Jackson's private life is his childhood particularly his relationship with his father	Satu lagi perbincangan mengenai aspek kehidupan peribadi Jackson adalah zaman kanak-kanak terutama hubungan dengan bapanya
1022	The two major types of cottage cheese are small-curd, high-acid cheese made without rennet, and large-curd, low-acid cheese made with rennet	Dua jenis keju kotej utama iaitu keju dadih kecil berasid tinggi dibuat tanpa rennet, dan keju dadih besar berasid rendah dibuat dengan rennet
1023	In this reaction, the triglyceride fats first hydrolyze into free fatty acids, and then these combine with the alkali to form crude soap: an amalgam of various soap salts, excess fat or alkali, water, and liberated glycerol (glycerin	Dalam tindak balas ini, trigliserida lemak pertama dihidrolisis ke lemak, dan kemudian bergabung dengan alkali untuk membentuk sabun mentah: gabungan pelbagai sabun garam, lemak yang berlebihan atau alkali, air, dan gliserol(gliserin) bebas
